,Iris ID,Risk ID 1,Risk ID 2,Risk ID 3,Assessment ID,Ledger,type,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,retail_gfa,Construction Type,Units,number_of_beds,rentable_sqft,Acquired Year,LATITUDE,lat,LONGITUDE,long,Seismic Risk2022,Flood Risk2022,Wildfire Risk2022,Extreme Heat Risk2022,Flood Risk2030,Flood Risk2050,Wildfire Risk2050,Executive Summary,Seismic Assessment Title,Seismic Assessment Status,Seismic Assessment Executive Summary,Seismic Recommendation Title,Seismic Recommendation Description,Seismic Recommendation Cost,Seismic Recommendation Further Assessment,Seismic Recommendation Status,Flood Assessment Title,Flood Assessment Status,Flood Assessment Executive Summary,Flood Recommendation Title,Flood Recommendation Description,Flood Recommendation Cost,Flood Recommendation Further Assessment,Flood Recommendation Status,Wildfire Assessment Title,Wildfire Assessment Status,Wildfire Assessment Executive Summary,Wildfire Recommendation Title,Wildfire Recommendation Description,Wildfire Recommendation Cost,Wildfire Recommendation Further Assessment,Wildfire Recommendation Status,Extreme Heat Assessment Title,Extreme Heat Assessment Status,Extreme Heat Assessment Executive Summary,Extreme Heat Recommendation Title,Extreme Heat Recommendation Description,Extreme Heat Recommendation Cost
10,9bdb8dad-3c45-4131-ab85-8b0ea5fb1375,30388323-bbbe-4b97-af56-4bae36436dbd,0d2b2ac3-06cd-449e-9815-cb5dbc636b94,3ee08072-649a-44d3-ad59-fac36b127050,,19257,Residential,Longview Place,70 Hope Avenue,Waltham,MA,Middlesex,2453,Boston,128 West,3,2004,,High-Rise,348,549,354956,2010,34.150419,42.36913533,-118.147768,-71.2483738363685,Low,Low,Catastrophic,Very Low,Low,Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
11,bfbe71d1-9e28-4e27-8b77-3cc4e409175b,dfc32277-c563-45e8-a65d-69c16ec2a136,7e79710d-6b4e-4d72-a73d-f8b608f010d4,57b292dd-0840-49b4-93ba-c13deca2081a,,19337,Residential,Third Square,285 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2008,4290.0,Mid-Rise,292,418,262857,1998,37.362589046834,42.364727,-122.025760643595,-71.083302,Not Assessed,Low,Catastrophic,Very Low,Low,Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
12,b5116e1a-c780-44c0-8efd-652462833f04,10f825fc-c1ad-4e15-834f-0d6cca7f4a26,769efcf4-3d75-4da3-a5f2-0557a8e2de2a,b93f8e16-1fee-480c-b527-0d794a2dd194,,19373,Residential,Rosecliff II,790 Willard Street,Quincy,MA,Norfolk,2169,Boston,128 South,2,2005,,Garden,130,200,135450,2003,34.234836,42.229554,-118.551729,-71.030012,Not Assessed,Very Low,Catastrophic,Very Low,Very Low,Very Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
13,a38d13e0-54d2-494f-a6bf-18c65e9bb1a3,46f51c75-6c30-45f8-8629-fc85341cc246,7c0c730a-1e77-4838-9e42-a7b7c0f7f5f9,9fefa00d-29c7-45c8-a4f0-9559a990573b,,19447,Residential,303 Third Street South,303 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2009,4289.0,Mid-Rise,179,292,204044,2013,37.844,42.364727,-122.294,-71.083302,Not Assessed,Very Low,Catastrophic,Very Low,Very Low,Very Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
14,3b05f110-4080-454e-bea3-037c15e73718,e9c5bbb7-9efa-403b-9b48-89db711bfa3d,b9babe04-1d83-48d9-a397-71fc15e5ccb9,e67366b7-e421-48f0-9bbd-4e7ff21bb870,,19531,Residential,Alcott Apartments,35 Lomasney Way,Boston,MA,Suffolk,2114,Boston,City of Boston,1,2021,1666.0,High-Rise,470,672,423849,2007,33.831598,42.364901,-117.920755,-71.064716,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
15,9dffae00-3650-4100-8cb4-4f0a216b611f,d100befb-69b1-4779-9f82-43692f07c11d,36129b7f-a993-45c5-a0d5-1e0f656f0ab5,bf889e4b-5103-4e0d-a5c0-a67654c84afb,,24018,Residential,Girard,50 Malden St,Boston,MA,Suffolk,2118,Boston,City of Boston,1,2016,3504.0,High-Rise,160,253,137418,2011,37.772863,42.339996,-122.392547,-71.068353,Not Assessed,Medium,Catastrophic,Very Low,Medium,Medium,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
16,c79ef37e-0164-4969-a549-8c4bb8b9077e,e162f7ec-d917-4a2a-847f-a17847263bcc,84db2937-75f9-422a-b78b-06341e888c72,9198662e-ec21-417e-ae95-e461f9e113c8,,24030,Residential,Troy Boston,55 Traveler Street,Boston,MA,Suffolk,2118,Boston,City of Boston,2,2015,5457.0,High-Rise,378,462,238127,1998,47.647534163412,42.343645,-122.143087074021,-71.062687,Low,Very Low,Catastrophic,Very Low,Very Low,Very Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
17,a7914926-1c26-4519-8b5c-12e08b56743a,406fc4df-5a76-45bc-b115-55a593de3521,b1260f4f-62a4-42ce-8142-de1b55e3c134,b0a38fe9-1966-4f77-8739-3d9f0de6495a,,24090,Residential,The Reserve at Burlington,20 Corporate Drive,Burlington,MA,Middlesex,1803,Boston,128 North,1,2019,,Mid-Rise,270,404,250444,2013,38.9526,42.49530456,-77.0686,-71.1911202949609,Low,Very Low,Catastrophic,Very Low,Very Low,Very Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
18,273ebbc9-44af-4692-8a0d-6b45ba746b4e,7cd200d7-b4a6-4746-bf40-a87e7eb5edb5,3b267de9-ed89-4152-945d-bb6182bce5f4,56be3835-074f-4f7a-b02e-94fcacb45be6,,24305,Residential,315 on A,315 A Street,Boston,MA,Suffolk,2210,Boston,City of Boston,1,2013,960.0,High-Rise,202,241,157802,1997,37.7865984015517,42.349003,-122.413758725365,-71.049033,Low,Low,Catastrophic,Very Low,Low,Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
19,5a548118-088f-4f91-a945-57664aba3f20,210d3977-cc4b-4e30-b892-a05cc89dbeb5,463c83e7-561e-4ebe-bad2-243353163de5,0fa8924e-99b3-43d4-aaf5-0a967cd7d686,,29458,Residential,Walden Park,205 Walden Street,Cambridge,MA,Middlesex,2140,Boston,MA-Cambridge,2,1966,,Mid-Rise,232,284,166774,1999,33.659332,42.38673331,-117.6666,-71.1293782806485,Low,Very Low,Catastrophic,Very Low,Very Low,Very Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
20,a6086afe-b275-4d9e-9acb-3bb27bd4067b,80075e7c-7116-4cc0-a5b7-f9824e0d88be,6e502e6e-d10a-4135-aa64-63bbc7b0bead,10f93f40-948a-481f-9c4d-5b5cd37d204d,,29573,Residential,One India Street,1 India St,Boston,MA,Suffolk,2109,Boston,City of Boston,1,1901,22276.0,Mid-Rise,94,136,77150,2000,34.4465576074032,42.359001,-118.553263216011,-71.054189,Low,Very Low,Catastrophic,Very Low,Very Low,Very Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
21,143b2288-d113-42ea-9fdb-cb1cbd968ded,2fa53dd3-8a8d-4a8f-9b54-74f8b600594f,bec959c3-8b1c-4d8f-ad4f-64d2dd21fe55,7a4166cc-6a2c-4577-aab7-7e63e679e6a6,,29801,Residential,Watertown Square,20 Watertown St.,Watertown,MA,Middlesex,2472,Boston,128 West,1,2005,3910.0,Mid-Rise,134,185,141163,2019,38.816434,42.3643,-77.050816,-71.1874,Not Assessed,Low,Very Low,Very Low,Low,Low,Very Low,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
22,2ee30f45-fcac-4fc6-bfc0-b465f39ca52d,5ede7a36-5db4-4450-96ef-bb316b05494f,e747d799-2663-44f5-8e61-b6a13d87613a,61bd6b6a-5247-41e2-9479-7857207519c2,,29802,Residential,Cronins Landing,237 Moody Street,Waltham,MA,Middlesex,2453,Boston,128 West,1,1998,21163.0,High-Rise,281,480,306998,2014,38.985093,42.372296,-77.097276,-71.236948,Low,Medium,Catastrophic,Very Low,Medium,Medium,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
23,c9d8791b-1464-4805-b900-4e51071561ab,0839ef15-09c6-461d-a3d4-621d09dcd43a,db3810f4-8efc-4b00-87a3-48eabe173a19,683e9591-d1b3-4cd3-b441-eacf9c0d3607,,29803,Residential,660 Washington,660 Washington St.,Boston,MA,Suffolk,2111,Boston,City of Boston,1,2006,6129.0,High-Rise,420,569,351432,2011,34.159773869566,42.351791999999996,-118.448730775011,-71.062443,Low,Low,Catastrophic,Very Low,Low,Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
24,1db844c0-798a-4f6b-9e1b-77fae772e64b,138e59ff-25c7-4f36-897e-32354ccc2e5a,3624a331-de95-4e90-9839-b226778beb78,932fe7c3-5f36-464d-9785-98454ef4f64c,,29805,Residential,Lofts at Kendall Square,249 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,1898,,Mid-Rise,186,342,170460,2013,38.9072,42.366834999999995,-77.0451,-71.082164,Not Assessed,Low,Catastrophic,Very Low,Low,Low,Catastrophic,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
25,2fba17ad-5b43-471a-86a7-781fe447b203,eb787d97-91d7-44b0-8319-a42aca265528,b609e94a-a15d-4f22-bdcf-32fd1981fd76,fb556706-013f-4d5f-bbdb-be3554c583ef,,29806,Residential,Quarry Hills,333 Ricciuti Dr.,Quincy,MA,Norfolk,2169,Boston,128 South,23,2006,,Garden,316,550,357076,2006,47.619063,42.2419,-122.322199,-71.0485,Not Assessed,Very Low,Not assessed,Very Low,Very Low,Very Low,Not assessed,EQR Portfolio Risk Assessment - Tier I evaluation of the following direct financial loss risks:\n- Seismic\n- Flood\n- Wildfire\n- Extreme Heat,2022 - Seismic,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Flood,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Wildfire,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0,,,2022 - Extreme Heat,PUBLISHED,,,No risk reduction recommendations provided as part of this assessment,0
