,Iris ID,Risk ID 1,Risk ID 2,Risk ID 3,Risk ID 4,Assessment ID,Ledger,Property Name,Address,City,State,County,ZIP,Market,Submarket,# Buildings,Year Built,Construction Type,Units,LATITUDE,LONGITUDE,Rentable Sqft,Replacement Cost,Primary Use,Number of beds,n Floors,Seismic Risk 2022,Seismic Hazard 2022,Seismic Executive Summary 2022,Wildfire Risk 2022,Wildfire Hazard 2022,Wildfire Executive Summary 2022,Wildfire Risk 2050,Wildfire Hazard 2050,Wildfire Executive Summary 2050,Flood Risk 2022,Flood Hazard 2022,Flood Executive Summary 2022,Flood Risk 2037,Flood Hazard 2037,Flood Executive Summary 2037,Flood Risk 2050,Flood Hazard 2050,Flood Executive Summary 2050,Extreme Heat Risk 2022,Extreme Heat Hazard 2022,Extreme Heat Executive Summary 2022,Extreme Heat Risk 2050,Extreme Heat Hazard 2050,Extreme Heat Executive Summary 2050,Drought Risk 2022,Drought Hazard 2022,Drought Executive Summary 2022,Drought Risk 2050,Drought Hazard 2050,Drought Executive Summary 2050
34,25613937-e856-4fb6-add7-826a96663014,4885612c-689f-40b7-be67-fcf752d0b87b,131fc698-4929-4682-b435-dd21e3300e8a,0e80f577-7f86-4c8b-85a7-8c0e0d81cdf2,,,19260,Liberty Tower,818 N. Quincy Street,Arlington,VA,Arlington,22203,Washington DC,VA-Arlington-RB Corridor,1,2008,High-Rise,235,38.880331,-77.107594,220812,136300895.0,PRIMARY_USE_FOOD_SERVICE,338,21.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 21; Year of Construction: 2008; Seismic Zone: Zone 1; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: food_service.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 5-10 ft.; No. stories: 21.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 5-10 ft.; No. stories: 21.,Very Low,Medium,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: parking; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 136300895; No. buildings: 1.,Low,High,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: parking; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 136300895; No. buildings: 1.,Low,High,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: parking; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 136300895; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
35,b9cae217-b3d6-4551-931d-9ebac48b4f0b,b489a9a7-dfde-4688-92fc-d32be4b027d2,fdfd6cbc-de14-475c-b49f-43a2ede918ee,b8352b4c-8b89-4d8c-81c1-3ac830e002cd,,,19264,1111 Belle Pre,1111 Belle Pre Way,Alexandria,VA,Alexandria,22314,Washington DC,VA-Alexandria,2,2013,Mid & High Rises,360,38.81373,-77.049876,295165,186442569.0,PRIMARY_USE_FOOD_SERVICE,485,7.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 5; Year of Construction: 2013; Seismic Zone: Zone 1; Hazus Typology: S1M; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: food_service.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Aluminum/vinyl siding; Exterior insulation finishing system; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 5-10 ft.; No. stories: 5.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Aluminum/vinyl siding; Exterior insulation finishing system; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 5-10 ft.; No. stories: 5.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: concrete_shear_wall; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 186442569; No. buildings: 2.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: concrete_shear_wall; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 186442569; No. buildings: 2.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: concrete_shear_wall; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 186442569; No. buildings: 2.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
36,647529ad-fb90-453b-9c5f-480e6566c5c0,d54aac28-b6ee-46fb-b15c-43d015425e15,74b49b0c-5a50-4cb0-ae43-32fd9a854bdb,dd4d5210-cbb2-4bba-b3f7-907112f5afc0,,,19276,777 6th Avenue,777 Sixth Avenue,New York,NY,New York,10001,New York - Manhattan,Manhattan-Chelsea,1,2002,High-Rise,294,40.744981,-73.991288,199571,263003611.0,PRIMARY_USE_RETAIL,325,32.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 31; Year of Construction: 2002; Seismic Zone: Zone 2A; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: retail.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Not applicable; Defensible area: Not requested; No. stories: 31.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Not applicable; Defensible area: Not requested; No. stories: 31.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: commercial; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 263003611; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: commercial; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 263003611; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: commercial; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 263003611; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
37,371087ee-cba3-40e5-9dc4-4c8493146108,956451f9-7015-4f56-8400-1ddc2a981427,f12e24de-90ca-414d-aff8-57be9e59d125,1a56d4cb-3779-4ffd-8265-204d0af73c40,,,19278,Longacre House,305 West 50th Street,New York,NY,New York,10019,New York - Manhattan,Manhattan-Midtown/West,1,1998,High-Rise,293,40.762352,-73.986258,206944,272721074.0,PRIMARY_USE_RETAIL,317,26.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 25; Year of Construction: 1998; Seismic Zone: Zone 2A; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: retail.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Not applicable; Defensible area: Not requested; No. stories: 25.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Not applicable; Defensible area: Not requested; No. stories: 25.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: residential_common; Ground Floor Structural Type: concrete_frame; Below Grade Usage: residential_common; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 272721074; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: residential_common; Ground Floor Structural Type: concrete_frame; Below Grade Usage: residential_common; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 272721074; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: residential_common; Ground Floor Structural Type: concrete_frame; Below Grade Usage: residential_common; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 272721074; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
38,3cd31622-bfdf-4ccc-98f5-adfc0c88209c,897cb604-4085-4115-abd0-c2afa7e899db,792ea75a-9d14-4245-a342-bb2e6867fcab,09d79c04-6c89-451c-a19d-dab7c36a7b08,,,19288,425 Mass,425 Massachusetts Ave NW,Washington,DC,-1,20001,Washington DC,DC-Central,1,2009,High-Rise,559,38.900411,-77.016821,485693,303579033.0,PRIMARY_USE_RESIDENTIAL,645,19.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 15; Year of Construction: 2009; Seismic Zone: Zone 1; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: residential.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 0-2 ft.; No. stories: 15.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 0-2 ft.; No. stories: 15.,Very Low,Medium,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 303579033; No. buildings: 1.,Very Low,Medium,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 303579033; No. buildings: 1.,Very Low,Medium,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 303579033; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
39,ff18c070-2b8e-43e3-a071-fe469d13e845,c96b32a6-dd96-4b64-97ac-d13af33b485f,0ba0c684-677b-4eb7-afc1-49c4464c120f,a39b5036-470e-49ca-a264-b90103388965,,,19306,1401 Joyce on Pentagon Row,1401 South Joyce Street,Arlington,VA,Arlington,22202,Washington DC,VA-South Arlington,1,2004,High-Rise,326,38.861441,-77.063089,283583,171526452.0,PRIMARY_USE_RESIDENTIAL,451,18.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 18; Year of Construction: 2004; Seismic Zone: Zone 1; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: residential.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 2-5 ft.; No. stories: 18.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Clay/concrete tiles; Slate; Metal; Asphalt composition shingles (Class A); Defensible area: 2-5 ft.; No. stories: 18.,Low,High,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: residential_common; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 171526452; No. buildings: 1.,Low-Medium,Very High,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: residential_common; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 171526452; No. buildings: 1.,Low-Medium,Very High,The primary flood hazard driver is pluvial. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: residential_common; Ground Floor Structural Type: concrete_frame; Below Grade Usage: storage; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 171526452; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
40,bd78333f-5393-4f36-9331-c5ab8086a481,a871329b-5fea-430f-9194-16f0892e2cff,af6c8a61-5c3b-490f-b0b8-cb19ccaba213,83a23b3e-ede8-4d74-96f6-c9aebd377b28,,,19337,Third Square,285 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2008,Mid-Rise,292,42.364727,-71.083302,262857,229941923.0,PRIMARY_USE_RETAIL,418,10.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 8; Year of Construction: 2008; Seismic Zone: Zone 2A; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: retail.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not requested; Roof material: Not requested; Defensible area: Not requested; No. stories: 8.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not requested; Roof material: Not requested; Defensible area: Not requested; No. stories: 8.,Low,High,The primary flood hazard driver is coastal. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: braced_steel_frame; Below Grade Usage: parking; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 229941923; No. buildings: 1.,Low,Very High,The primary flood hazard driver is coastal. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: braced_steel_frame; Below Grade Usage: parking; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 229941923; No. buildings: 1.,Low-Medium,Very High,The primary flood hazard driver is coastal. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: braced_steel_frame; Below Grade Usage: parking; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 229941923; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
41,403c16e0-761a-4af1-ac55-7ca6f3aaa03f,a097766c-9bce-452d-92bc-a483354a9cda,9013a261-02d7-49ba-ac54-1efb149d548b,3c290a5f-4b47-4483-8747-e927ce518a29,,,19369,The Brooklyner,111 Lawrence Street,Brooklyn,NY,Kings County,11201,New York - Manhattan,Brooklyn,1,2010,High-Rise,490,40.692632,-73.986236,314648,389550188.0,PRIMARY_USE_RESIDENTIAL,564,52.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 51; Year of Construction: 2010; Seismic Zone: Zone 2A; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: residential.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not applicable; Roof material: Not applicable; Defensible area: Not requested; No. stories: 51.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not applicable; Roof material: Not applicable; Defensible area: Not requested; No. stories: 51.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: storage; Ground Floor Structural Type: concrete_frame; Below Grade Usage: commercial; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 389550188; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: storage; Ground Floor Structural Type: concrete_frame; Below Grade Usage: commercial; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 389550188; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: High-Rise; Ground Floor Usage: storage; Ground Floor Structural Type: concrete_frame; Below Grade Usage: commercial; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 389550188; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
42,1dae8d14-8eea-4e61-a02a-1c01a1a6d8c9,86c3bbd3-a797-4303-be4e-806a5fc79708,0126180d-509b-4341-8c38-c95b1fb7b1ef,31122587-9d63-499a-9b9b-afdfed67f1fb,,,19372,175 Kent,175 Kent Ave,Brooklyn,NY,Kings,11211,New York - Manhattan,Brooklyn,1,2011,Mid-Rise,113,40.718208,-73.963652,86178,97690471.0,PRIMARY_USE_SCHOOL,144,8.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 7; Year of Construction: 2011; Seismic Zone: Zone 2A; Hazus Typology: S1M; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: school.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Not applicable; Defensible area: 0-2 ft.; No. stories: 7.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Veneer brick; Masonry; Stone; Stucco; Roof material: Not applicable; Defensible area: 0-2 ft.; No. stories: 7.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: storage; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: residential_common; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 97690471; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: storage; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: residential_common; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 97690471; No. buildings: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: storage; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: residential_common; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 97690471; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
43,92c869ab-93d5-4918-91dd-0dbc10fa118f,9127327e-e263-4d54-ac35-f431d25995be,624cb482-402f-441f-ad9c-5abc6311b5fe,9b9a1338-a2f7-4d55-b24b-cc19d49c44ff,,,19373,Rosecliff II,790 Willard Street,Quincy,MA,Norfolk,2169,Boston,128 South,2,2005,Garden,130,42.229554,-71.030012,135450,60561193.0,PRIMARY_USE_RESIDENTIAL,200,1.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 1; Year of Construction: 2005; Seismic Zone: Zone 2A; Hazus Typology: S1L; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: residential.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not requested; Roof material: Not requested; Defensible area: Not requested; No. stories: 1.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not requested; Roof material: Not requested; Defensible area: Not requested; No. stories: 1.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Garden; Ground Floor Usage: storage; Ground Floor Structural Type: light_wood_frame; Below Grade Usage: no_below_grade_spaces; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 60561193; No. buildings: 2.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Garden; Ground Floor Usage: storage; Ground Floor Structural Type: light_wood_frame; Below Grade Usage: no_below_grade_spaces; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 60561193; No. buildings: 2.,Very Low,Low,The primary flood hazard driver is none. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Garden; Ground Floor Usage: storage; Ground Floor Structural Type: light_wood_frame; Below Grade Usage: no_below_grade_spaces; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 60561193; No. buildings: 2.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
44,05981d87-527b-4b7f-b0b5-b226273af400,7744420d-263e-4a17-a6ef-655e0c3050c4,2dfe2aa2-01e2-40fd-8ed6-cf99ea0c0de3,b41a9e25-5dfb-4f00-a73e-7e4e0f45101e,,,19447,303 Third Street South,303 Third Street,Cambridge,MA,Middlesex,2142,Boston,MA-Cambridge,1,2009,Mid-Rise,179,42.364727,-71.083302,204044,172967977.0,PRIMARY_USE_RESIDENTIAL,292,10.0,Very Low,Low,The building's vulnerability to seismic hazard was determined based on the following details. Primary Lateral Force Resisting Structure: Unknown; No. Stories: 8; Year of Construction: 2009; Seismic Zone: Zone 2A; Hazus Typology: S1H; Hazus Design Code: Low Code. The consequence of damage to seismic hazard was determined based on the following details - Primary use: residential.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not requested; Roof material: Not requested; Defensible area: Not requested; No. stories: 8.,Very Low,Low,The building's vulnerability to wildfire hazard was determined based on the following details. Wall material: Not requested; Roof material: Not requested; Defensible area: Not requested; No. stories: 8.,Low,High,The primary flood hazard driver is coastal. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: parking; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 172967977; No. buildings: 1.,Low-Medium,Very High,The primary flood hazard driver is coastal. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: parking; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 172967977; No. buildings: 1.,Low-Medium,Very High,The primary flood hazard driver is coastal. The building's vulnerability to flood hazard was determined based on the following details. Building Type: Mid-Rise; Ground Floor Usage: commercial; Ground Floor Structural Type: steel_frame_with_concrete_shear_walls; Below Grade Usage: parking; . The consequence of damage to flood hazard was determined based on the following details - Replacement cost: 172967977; No. buildings: 1.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Medium-High,Building assets are not vulnerable to direct physical damages due to extreme heat.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.,Very Low,Low,Building assets are not vulnerable to direct physical damages due to drought.
